Content,UniqueID,CSVFilename
"Her disapproving mother, Jacqueline, lives on but is rarely seen.",rawdata_1185,rawdata_1185.csv
"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",rawdata_1186,rawdata_1186.csv
None of the other Bouvier family members approves of Marge's marriage to Homer.,rawdata_1187,rawdata_1187.csv
"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",rawdata_1188,rawdata_1188.csv
Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,rawdata_1189,rawdata_1189.csv
"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",rawdata_1190,rawdata_1190.csv
"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",rawdata_1191,rawdata_1191.csv
"Four months later, he was killed by a German sniper in World War II.",rawdata_1192,rawdata_1192.csv
"He was also the father of 3 children, including actress Drew Barrymore.",rawdata_1193,rawdata_1193.csv
"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",rawdata_1194,rawdata_1194.csv
"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",rawdata_1195,rawdata_1195.csv
"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",rawdata_1196,rawdata_1196.csv
"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",rawdata_1197,rawdata_1197.csv
Groucho did a German accent.,rawdata_1198,rawdata_1198.csv
"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978.",rawdata_1199,rawdata_1199.csv
"In this year, he released his first book, O País do Carnaval.",rawdata_1200,rawdata_1200.csv
"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",rawdata_1201,rawdata_1201.csv
He is named for his maternal grandfather.,rawdata_1202,rawdata_1202.csv
He became a banker in Boston and was active in the local Democratic Party.,rawdata_1203,rawdata_1203.csv
HCC is a publicly traded insurance company on the New York Stock Exchange.,rawdata_1204,rawdata_1204.csv
"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",rawdata_1205,rawdata_1205.csv
Coltrane began playing music and practicing obsessively at about this time.,rawdata_1206,rawdata_1206.csv
"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",rawdata_1207,rawdata_1207.csv
"He passed away from liver disease in his home in Dix Hills, New York.",rawdata_1208,rawdata_1208.csv
Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,rawdata_1209,rawdata_1209.csv
He is a sharp shooter from the three point range and also a very accurate free throw shooter.,rawdata_1210,rawdata_1210.csv
His nickname is Johnny B. Goode.,rawdata_1211,rawdata_1211.csv
Shortly afterwards he retired from the Army as a brevet major.,rawdata_1212,rawdata_1212.csv
"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",rawdata_1213,rawdata_1213.csv
"James Arlington Wright (December 3, 1927 - March 25, 1980), was an American poet and writer.",rawdata_1214,rawdata_1214.csv
"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",rawdata_1215,rawdata_1215.csv
"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label.",rawdata_1216,rawdata_1216.csv
"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",rawdata_1217,rawdata_1217.csv
"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",rawdata_1218,rawdata_1218.csv
"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",rawdata_1219,rawdata_1219.csv
"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",rawdata_1220,rawdata_1220.csv
"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669.",rawdata_1221,rawdata_1221.csv
"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",rawdata_1222,rawdata_1222.csv
"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",rawdata_1223,rawdata_1223.csv
She died in Lisbon in 1705.,rawdata_1224,rawdata_1224.csv
Laurance married Mary French in 1934.,rawdata_1225,rawdata_1225.csv
"Erasmus Darwin (December 12, 1731 – April 18, 1802) trained as a physician and wrote extensively on medicine and botany, as well as poetry.",rawdata_1226,rawdata_1226.csv
"Catherine introduced, and made fashionable, the custom of drinking tea in England.",rawdata_1227,rawdata_1227.csv
"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",rawdata_1228,rawdata_1228.csv
"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",rawdata_1229,rawdata_1229.csv
"Hamer erroneously nominated him as Ulysses Simpson Grant, and although Grant protested the change, it was difficult to resist the bureaucracy.",rawdata_1230,rawdata_1230.csv
"Upon graduation, Grant adopted the form of his new name with middle initial only, never acknowledging that the 'S' stood for Simpson.",rawdata_1231,rawdata_1231.csv
"He graduated from West Point in 1843, ranking 21st in a class of 39.",rawdata_1232,rawdata_1232.csv
"At the academy, he established a reputation as a fearless and expert horseman.",rawdata_1233,rawdata_1233.csv
"Grant drank distilled liquor and, during the American Civil War, began smoking huge numbers of cigars (one story had it that he smoked over 10,000 in five years) which may well have contributed to his throat cancer of later life.",rawdata_1234,rawdata_1234.csv
"His father, a tanner, and his mother were born in Pennsylvania.",rawdata_1235,rawdata_1235.csv
Kennedy was a member of the prominent Kennedy political family.,rawdata_1236,rawdata_1236.csv
"Considered the icon of American liberalism, Kennedy is the youngest person ever to be elected president of the country, at the age of 43.",rawdata_1237,rawdata_1237.csv
"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",rawdata_1238,rawdata_1238.csv
"He was honorably discharged in early 1945, just a few months before the Japanese surrendered.",rawdata_1239,rawdata_1239.csv
"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",rawdata_1240,rawdata_1240.csv
"However, the U.S. Navy accepted him in September of that year.",rawdata_1241,rawdata_1241.csv
"By the 1964 election, Reagan was an outspoken supporter of conservative Republican Barry Goldwater.",rawdata_1242,rawdata_1242.csv
"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""",rawdata_1243,rawdata_1243.csv
"His paternal great-grandfather, Michael Reagan, immigrated to the United States from Ballyporeen, County Tipperary, Ireland in the 1860s.",rawdata_1244,rawdata_1244.csv
"Prior to his immigration, the family name was spelled Regan.",rawdata_1245,rawdata_1245.csv
"His maternal great-grandfather, John Wilson, immigrated to the United States from Paisley, Scotland in the early 1800s.",rawdata_1246,rawdata_1246.csv
"His presidency was marked by new economic policies, dubbed Reaganomics and a confrontational foreign policy towards the Soviet Union and Socialist movements around the world.",rawdata_1247,rawdata_1247.csv
"Reagan tried repeatedly to go overseas for combat duty, but was turned down because of his astigmatism.",rawdata_1248,rawdata_1248.csv
"Reagan was reelected in a landslide in the 1984 presidential election, defeating Carter's Vice President Walter Mondale by winning 49 of 50 states and receiving nearly 60 percent of the popular vote.",rawdata_1249,rawdata_1249.csv
Reagan developed an early gift for storytelling and acting.,rawdata_1250,rawdata_1250.csv
"He was a radio announcer as an affiliate of the Chicago Cubs baseball games, getting only the bare outlines of the game from a ticker and relying on his imagination and storytelling gifts to flesh out the game.",rawdata_1251,rawdata_1251.csv
"Once in 1934, during the ninth inning of a Cubs-St. Louis Cardinals game, the wire went dead.",rawdata_1252,rawdata_1252.csv
Reagan smoothly improvised a fictional play-by-play (in which hitters on both teams fouled off pitches) until the wire was restored.,rawdata_1253,rawdata_1253.csv
"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.",rawdata_1254,rawdata_1254.csv
"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",rawdata_1255,rawdata_1255.csv
"Hodgkin and Huxley's findings led the pair to hypothesize ion channels, which were confirmed only decades later.",rawdata_1256,rawdata_1256.csv
He was named a first team All-American in his junior and senior seasons.,rawdata_1257,rawdata_1257.csv
"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.",rawdata_1258,rawdata_1258.csv
"Klaas finished his career at Washington having played in 69 games, scoring ten goals and 21 assists.",rawdata_1259,rawdata_1259.csv
"He was drafted by the San Jose Earthquakes in the third round of the 2005 MLS SuperDraft, but opted to not show up for camp, instead signing with the nearby Sounders.",rawdata_1260,rawdata_1260.csv
"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.",rawdata_1261,rawdata_1261.csv
"Kerouac's spontaneous, confessional language style inspired other writers, including Tom Robbins, Richard Brautigan, Hunter S. Thompson, Ken Kesey, and Bob Dylan.",rawdata_1262,rawdata_1262.csv
"He started writing his first novel, called The Town and the City.",rawdata_1263,rawdata_1263.csv
It was published in 1950 and earned him some respect as a writer.,rawdata_1264,rawdata_1264.csv
"His parents, Leo-Alcide Kerouac and Gabrielle-Ange Lévesque, were natives of the province of Quebec in Canada.",rawdata_1265,rawdata_1265.csv
"Like many other Quebecers of their generation, the Lévesques and Kerouacs were part of the Quebec emigration to New England to find employment.",rawdata_1266,rawdata_1266.csv
Jack didn't start to learn English until the age of six.,rawdata_1267,rawdata_1267.csv
"At home, he and his family spoke Quebec French.",rawdata_1268,rawdata_1268.csv
"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",rawdata_1269,rawdata_1269.csv
"At an early age, he was profoundly marked by the death of his elder brother Gérard, later prompting him to write the book Visions of Gerard.",rawdata_1270,rawdata_1270.csv
He also played for the New Haven Eagles and Bronx Tigers of the Canadian-American Hockey League.,rawdata_1271,rawdata_1271.csv
"Besides his film roles, he appeared on the television screen often later is his career.",rawdata_1272,rawdata_1272.csv
"For his contribution to the television industry, J. Carrol Naish has a star on the Hollywood Walk of Fame at 6145 Hollywood Blvd.",rawdata_1273,rawdata_1273.csv
"While Franklin was finding himself in London, Deborah married a man named John Rodgers.",rawdata_1274,rawdata_1274.csv
This proved to be an regrettable decision.,rawdata_1275,rawdata_1275.csv
"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.",rawdata_1276,rawdata_1276.csv
When he first arrived he worked in several printer shops around town.,rawdata_1277,rawdata_1277.csv
"However, he was not satisfied by the immediate prospects.",rawdata_1278,rawdata_1278.csv
His wife is Barbara Bush.,rawdata_1279,rawdata_1279.csv
"Two weeks later she married Michael Jackson on May 18, 1994.",rawdata_1280,rawdata_1280.csv
"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",rawdata_1281,rawdata_1281.csv
"Following this he returned to Philadelphia in 1726 with the help of a merchant named Thomas Denham, who gave Franklin a position as clerk, shopkeeper and bookkeeper in Denham's merchant business.",rawdata_1282,rawdata_1282.csv
The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.,rawdata_1283,rawdata_1283.csv
"His mother, Abiah Folger, was born in Nantucket, Massachusetts on August 15, 1667, to Peter Folger, a miller and schoolteacher, and his wife Mary Morrill a former indentured servant.",rawdata_1284,rawdata_1284.csv
"Sometime during the second half of 1683, the Franklins left England for Boston, Massachusetts; and while in Boston, they had several more children, including: Josiah Jr. (August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth).",rawdata_1285,rawdata_1285.csv
"While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read.",rawdata_1286,rawdata_1286.csv
"His father, Josiah Franklin, was a tallow chandler, a maker of candles, who married twice.",rawdata_1287,rawdata_1287.csv
"His schooling ended at ten and at 12 he became an apprentice to his brother James, a printer who published the New England Courant.",rawdata_1288,rawdata_1288.csv
While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow.,rawdata_1289,rawdata_1289.csv
His brother and the Courant's readers did not initially know the real author.,rawdata_1290,rawdata_1290.csv
His brother was not impressed when he discovered his popular correspondent was his younger brother.,rawdata_1291,rawdata_1291.csv
He left his apprenticeship without permission and in so doing became a fugitive.,rawdata_1292,rawdata_1292.csv
"He entered the U.S. Army as a private in 1941, was commissioned, and served in the Pacific theater.",rawdata_1293,rawdata_1293.csv
At the end of the war he was a captain on General Douglas MacArthur's intelligence staff.,rawdata_1294,rawdata_1294.csv
"Early in life, he developed an interest in politics and history, and, during the war years, a special admiration for Winston Churchill, whom he would later cite as an important influence.",rawdata_1295,rawdata_1295.csv
"After he left the Pentagon, he became publisher and chairman of Forbes magazine, where over the next decade he wrote frequently on defense and national security issues.",rawdata_1296,rawdata_1296.csv
"In 1990, he wrote Fighting for Peace, an account of his Pentagon years; in 1996, Weinberger co-authored a book entitled The Next War, which raised questions about the adequacy of U.S. military capabilities following the end of the Cold War.",rawdata_1297,rawdata_1297.csv
"After he published his book, his colleages from the Reagan administration broke contact and refused to speak with him.",rawdata_1298,rawdata_1298.csv
"She died in Poughkeepsie, New York of heart failure, which was chiefly due to her diabetes.",rawdata_1299,rawdata_1299.csv
"Mildred was the sister of Al Rinker, who also sang with Paul Whiteman.",rawdata_1300,rawdata_1300.csv
"He is the leader of the Adalet ve Kalkinma Partisi (AK Party, or Justice and Development Party).",rawdata_1301,rawdata_1301.csv
"Erdoğan played semi-professional football for 16 years and worked for Istanbul's municipal transport company, and became active in politics with the now-defunct Islamist National Salvation Party (Milli Selâmet Partisi), led by Necmettin Erbakan.",rawdata_1302,rawdata_1302.csv
"Soon after he was born, he moved to New York with his father, where he began acting and playing music.",rawdata_1303,rawdata_1303.csv
"He soon recorded Desireless, and it became a hit across Scandinavia and the rest of Europe, and an American release came in 1998.",rawdata_1304,rawdata_1304.csv
"In 1912, his interests developed into using his mathematical skills assisting Henry Moseley on X-ray diffraction.",rawdata_1305,rawdata_1305.csv
He is currently the 46th Vice President of the United States under President George W. Bush.,rawdata_1306,rawdata_1306.csv
"Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history.",rawdata_1307,rawdata_1307.csv
"He was campaign manager for Ford's 1976 presidential campaign, while James Baker served as campaign chairman.",rawdata_1308,rawdata_1308.csv
"However, a police arrest card similar to the one that haunted President George W. Bush and maintained by the Rock Springs Police Department shows that Cheney was fined $100 for his second DWI conviction.",rawdata_1309,rawdata_1309.csv
"At the time, it was not possible for the authorities in each area to link the two convictions which would have resulted in the second offence being viewed much more seriously.",rawdata_1310,rawdata_1310.csv
"Since his second Wyoming arrest, Cheney has had no further convictions.",rawdata_1311,rawdata_1311.csv
"One of his first known ancestors was Ralph de Chesney, Sire of Quesnay who fought on the side of William the Conqueror in the Battle of Hastings in 1066.",rawdata_1312,rawdata_1312.csv
"Cheney was elected to represent Wyoming in the U.S. House of Representatives to replace Teno Roncalio, who had resigned from Congress.",rawdata_1313,rawdata_1313.csv
"George W. Bush in March or April, 2005, to be General Counsel of the Department of Homeland Security.",rawdata_1314,rawdata_1314.csv
The Perrys have four children.,rawdata_1315,rawdata_1315.csv
"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",rawdata_1316,rawdata_1316.csv
"He served in the United States Army in World War II, then got a law degree from Tulane University.",rawdata_1317,rawdata_1317.csv
She currently works for the State Department's Near East Affairs Bureau.,rawdata_1318,rawdata_1318.csv
"Mary is one of her father's top campaign aides and closest confidantes and lives in Denver, Colorado.",rawdata_1319,rawdata_1319.csv
"He decided after three semesters to take some time off from Yale, on account of difficulty with his studies.",rawdata_1320,rawdata_1320.csv
She has authored or co-authored eight books and numerous articles.,rawdata_1321,rawdata_1321.csv
"She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.",rawdata_1322,rawdata_1322.csv
She was at one time a co-host on CNN's Crossfire.,rawdata_1323,rawdata_1323.csv
After studying at the Louisiana State University he joined the Monroe Police Department.,rawdata_1324,rawdata_1324.csv
"She is now a public speaker and author, and a senior fellow at the American Enterprise Institute.",rawdata_1325,rawdata_1325.csv
He received his bachelor's degree in 1965 and master's degree in political science in 1966 both from the University of Wyoming.,rawdata_1326,rawdata_1326.csv
"Cheney's former chief of staff, Lewis Libby, is one of the main figures under investigation.",rawdata_1327,rawdata_1327.csv
"On October 28, Libby was indicted on five felony counts.",rawdata_1328,rawdata_1328.csv
He was United States Secretary of Defense from 1987 until 1989.,rawdata_1329,rawdata_1329.csv
"He was undersecretary of Health, Education and Welfare when Weinberger was secretary during the Nixon administration.",rawdata_1330,rawdata_1330.csv
"Carlucci was deputy defense secretary from 1981 until 1986, national security advisor from 1986 until 1987, and defense secretary in 1987, following the resignation of Weinberger, his nomination by President Ronald Reagan and his confirmation in the Senate by a vote of 91 to 1.",rawdata_1331,rawdata_1331.csv
He was reportedly less hard-line in policies toward the Soviet Union than Weinberger.,rawdata_1332,rawdata_1332.csv
He was a naval officer from 1952-54.,rawdata_1333,rawdata_1333.csv
"During his time, he also befriended another actor named Grant Heslov, a close friend and frequent collaborator with Clooney who co-wrote Good Night, and Good Luck., and is the president of Clooney and director Steven Soderbergh's production company Section 8 Entertainment.",rawdata_1334,rawdata_1334.csv
"After the show was cancelled, he played a handyman on the series The Facts of Life.",rawdata_1335,rawdata_1335.csv
"He made his debut as a film director in the 2002 feature Confessions of a Dangerous Mind, an adaptation of the implausible autobiography of groundbreaking TV producer Chuck Barris.",rawdata_1336,rawdata_1336.csv
Lawford later admitted the most terrifying experience of his career was the first musical number he performed.,rawdata_1337,rawdata_1337.csv
Lawford also made his first comedy that same year My Brother Talks To Horses (1947).,rawdata_1338,rawdata_1338.csv
It was in Good News (1947) that Lawford won his greatest acclaim as an actor.,rawdata_1339,rawdata_1339.csv
He also got to dance and sing as well and held his own against the other cast.,rawdata_1340,rawdata_1340.csv
He was the victim of sexual abuse several times in childhood.,rawdata_1341,rawdata_1341.csv
Also as a child he severely injured his arm when he put the arm through a door's glass pane.,rawdata_1342,rawdata_1342.csv
"Doctors were able to save the arm, but the injury bothered him for many years.",rawdata_1343,rawdata_1343.csv
The arm injury kept him from being drafted into the armed forces for the Second World War.,rawdata_1344,rawdata_1344.csv
Lawford's first major movie role was A Yank At Eton (1942).,rawdata_1345,rawdata_1345.csv
He played a snobby bully opposite Mickey Rooney.,rawdata_1346,rawdata_1346.csv
The picture was a smash hit and Lawford's performance was widely praised.,rawdata_1347,rawdata_1347.csv
"Page recorded several live comedy albums for the Laff Records label in the late 1960's and early 1970's; One release, Watch It Sucker!, was titled after Aunt Esther's catchphrase to cash in on her newfound TV fame.",rawdata_1348,rawdata_1348.csv
"Frank J. Howard (March 25, 1909 - January 26, 1996) was an American college football player and coach.",rawdata_1349,rawdata_1349.csv
He played college football for Alabama and was a teammate of legendary coach Bear Bryant.,rawdata_1350,rawdata_1350.csv
"After a career-ending injury, Howard joined the staff at Clemson College and became head coach in 1939.",rawdata_1351,rawdata_1351.csv
"He was inducted into the College Football Hall of Fame, the South Carolina Sports Hall of Fame, and the Clemson Ring of Honor.",rawdata_1352,rawdata_1352.csv
"Howard was born at Barlow Bend, Alabama (""three wagon greasin's from Mobile"").",rawdata_1353,rawdata_1353.csv
"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States.",rawdata_1354,rawdata_1354.csv
"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.",rawdata_1355,rawdata_1355.csv
He was the youngest president ever elected and the only Roman Catholic president.,rawdata_1356,rawdata_1356.csv
"Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. Senate.",rawdata_1357,rawdata_1357.csv
"Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president.",rawdata_1358,rawdata_1358.csv
"Kennedy married his second wife Jacqueline Bouvier on September 12, 1953.",rawdata_1359,rawdata_1359.csv
"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",rawdata_1360,rawdata_1360.csv
The book was awarded the 1957 Pulitzer Prize for Biography.,rawdata_1361,rawdata_1361.csv
"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",rawdata_1362,rawdata_1362.csv
"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.",rawdata_1363,rawdata_1363.csv
"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).",rawdata_1364,rawdata_1364.csv
"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.",rawdata_1365,rawdata_1365.csv
"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",rawdata_1366,rawdata_1366.csv
"In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.",rawdata_1367,rawdata_1367.csv
"However, the U.S. Navy accepted him in September of that year.",rawdata_1368,rawdata_1368.csv
"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",rawdata_1369,rawdata_1369.csv
"George David Birkhoff (21 March 1884 - 12 November 1944) was an American mathematician, and one of the most important leaders in mathematics in the USA in his generation.",rawdata_1370,rawdata_1370.csv
"He was born in Overisel, Michigan.",rawdata_1371,rawdata_1371.csv
In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,rawdata_1372,rawdata_1372.csv
The mathematician Garrett Birkhoff (1911-1996) was his son.,rawdata_1373,rawdata_1373.csv
"Webster English Young (December 3, 1932 - December 13, 2003) was an American jazz trumpeter and cornetist.",rawdata_1374,rawdata_1374.csv
"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.",rawdata_1375,rawdata_1375.csv
"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",rawdata_1376,rawdata_1376.csv
"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",rawdata_1377,rawdata_1377.csv
"He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.",rawdata_1378,rawdata_1378.csv
"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",rawdata_1379,rawdata_1379.csv
"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.",rawdata_1380,rawdata_1380.csv
"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.",rawdata_1381,rawdata_1381.csv
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",rawdata_1382,rawdata_1382.csv
"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",rawdata_1383,rawdata_1383.csv
"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",rawdata_1384,rawdata_1384.csv
"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.",rawdata_1385,rawdata_1385.csv
"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",rawdata_1386,rawdata_1386.csv
"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.",rawdata_1387,rawdata_1387.csv
"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",rawdata_1388,rawdata_1388.csv
He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,rawdata_1389,rawdata_1389.csv
"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",rawdata_1390,rawdata_1390.csv
"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.",rawdata_1391,rawdata_1391.csv
"When Bush was six years old, the family moved to Houston, Texas.",rawdata_1392,rawdata_1392.csv
"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.",rawdata_1393,rawdata_1393.csv
"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",rawdata_1394,rawdata_1394.csv
"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",rawdata_1395,rawdata_1395.csv
"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.",rawdata_1396,rawdata_1396.csv
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",rawdata_1397,rawdata_1397.csv
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",rawdata_1398,rawdata_1398.csv
"With his interest in race cars, he formed a second company, the Henry Ford Company.",rawdata_1399,rawdata_1399.csv
"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",rawdata_1400,rawdata_1400.csv
"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",rawdata_1401,rawdata_1401.csv
"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",rawdata_1402,rawdata_1402.csv
"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",rawdata_1403,rawdata_1403.csv
"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",rawdata_1404,rawdata_1404.csv
"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",rawdata_1405,rawdata_1405.csv
There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,rawdata_1406,rawdata_1406.csv
"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",rawdata_1407,rawdata_1407.csv
"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",rawdata_1408,rawdata_1408.csv
Henry Ford advocated long-time associate Harry Bennett to take the spot.,rawdata_1409,rawdata_1409.csv
"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",rawdata_1410,rawdata_1410.csv
"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",rawdata_1411,rawdata_1411.csv
